training/training	SRR5891912	SRR5892053	SRR10741173	SRR5891909	SRR5891915	SRR5891916	SRR8835143	SRR5891950	SRR5891951	SRR5892016	SRR5892018	SRR5892021	SRR14617990	SRR14618001	SRR14618012	SRR14618021	SRR14618023	SRR14618024	SRR14618026	SRR14618038	SRR14618039	SRR14618054	SRR14618074	SRR14618085	SRR14618087	SRR14618090	SRR14618101	SRR5891914	SRR14617991	SRR14618014	SRR14618016	SRR14618017	SRR14618019	SRR14618070	SRR14618071	SRR14618072	SRR14618073	SRR14618075	SRR14618079	SRR14618081	SRR14618082	SRR14618084	SRR14618086	SRR5891799	SRR5891805	SRR5891903	SRR5891920	SRR8835167	SRR5891873	SRR5891700	SRR5891755	SRR14617982	SRR14617985	SRR14617986	SRR14618040	SRR14618041	SRR14618042	SRR14618044	SRR14618046	SRR14618047	SRR14618057	SRR14618110	SRR14618111	SRR5891919	SRR10741171	SRR10741172	SRR11078313	SRR14617983	SRR14617999	SRR14618011	SRR14618015	SRR14618030	SRR14618045	SRR14618049	SRR14618050	SRR14618053	SRR14618055	SRR14618056	SRR14618059	SRR14618064	SRR14618065	SRR14618107	SRR7662554	SRR7662556	SRR8699312	SRR11078309	SRR11078312	SRR5891798	SRR5891917	SRR5892051	SRR7662543	SRR7662555	SRR7662546	SRR7662555	SRR14618103	SRR14618104	SRR14618105	SRR14618108	SRR14617989	SRR14617996	SRR14617997	SRR14617998	SRR14618000	SRR14618003	SRR14618005	SRR14618006	SRR14618008	SRR14618009	SRR14618010	SRR14618061	SRR14618062	SRR14618066	SRR14618067	SRR14618068	SRR14618031	SRR14618032	SRR14618033	SRR14618034	SRR14618088	SRR14618089	SRR14618091	SRR14618092	SRR14618094	SRR14618095	SRR14618096	SRR14618097	SRR14618099	SRR14618100	SRR5891622	SRR5627788	SRR10741175	SRR5891650	SRR5891651	SRR5891652	SRR5891653	SRR6156375	SRR8699314	CRR493609	CRR493665	CRR493772	CRR493807	CRR493832	CRR494031	CRR494310	CRR494509	CRR494572	CRR494592	CRR494800	CRR494802	CRR495014	CRR495154	CRR495378	CRR495613	CRR495796	CRR495808	CRR495837	CRR495860	CRR495895	CRR495935	CRR495956	CRR495997	CRR496640	CRR496656	CRR496761	CRR496770	CRR496966	CRR497178	CRR497209	CRR497295	CRR497321	CRR497336	CRR497525	CRR497853	CRR498142	CRR498226	CRR498282	CRR498575	CRR499508	SRR5891628	SRR5891801
SRR6156375	0.354557	0.41183	0.318366	0.327468	0.296919	0.271453	0.248928	0.277538	0.258168	0.281723	0.279416	0.292354	0.354605	0.354449	0.351171	0.355199	0.350346	0.353213	0.349562	0.35194	0.35565	0.350864	0.349514	0.352282	0.350513	0.350683	0.356814	0.288162	0.291068	0.289779	0.305187	0.29611	0.298822	0.303584	0.292602	0.294397	0.291628	0.289473	0.291934	0.287929	0.303357	0.284568	0.290829	0.312328	0.276743	0.328046	0.35592	0.291213	0.293148	0.267613	0.267158	0.374547	0.362797	0.361554	0.359235	0.363497	0.374185	0.369517	0.367214	0.342072	0.378459	0.359196	0.361501	0.360141	0.270215	0.300129	0.236315	0.317326	0.276609	0.278005	0.30133	0.35122	0.352121	0.377173	0.334128	0.351568	0.353656	0.359956	0.23716	0.279951	0.295082	0.284035	0.262721	0.265616	0.296928	0.27545	0.265683	0.279178	0.335542	0.277589	0.269602	0.271803	0.253771	0.271803	0.321089	0.319672	0.326178	0.321736	0.288038	0.277666	0.275375	0.276108	0.27993	0.275024	0.27486	0.273688	0.274407	0.270101	0.278778	0.274477	0.275158	0.278128	0.276987	0.280025	0.402512	0.404555	0.404418	0.404953	0.415949	0.411447	0.415031	0.415121	0.403542	0.400101	0.396756	0.406618	0.416407	0.411331	0.286753	0.155619	0.436119	0.326021	0.41848	0.723844	0.332153	1	0.270578	0.278484	0.281265	0.240738	0.277344	0.280173	0.279042	0.277906	0.273348	0.282904	0.278487	0.28038	0.28041	0.256655	0.266999	0.2782	0.277904	0.279296	0.278334	0.280129	0.280692	0.280135	0.275989	0.278377	0.280348	0.27652	0.282217	0.277423	0.277962	0.294505	0.279693	0.272389	0.289846	0.283921	0.287001	0.28345	0.280467	0.278534	0.280687	0.281197	0.277539	0.275139	0.282863	0.282774
SRR8699314	0.2843	0.280348	0.235291	0.280884	0.275496	0.25965	0.318828	0.354119	0.335565	0.345318	0.37206	0.336828	0.293369	0.28516	0.283281	0.288021	0.279386	0.283154	0.278317	0.280619	0.300738	0.280281	0.277503	0.27922	0.282116	0.280235	0.2893	0.436975	0.270722	0.268026	0.286683	0.277334	0.279402	0.286696	0.272757	0.273172	0.270412	0.268256	0.271751	0.266849	0.289689	0.275218	0.268751	0.294157	0.310871	0.291618	0.275057	0.271561	0.339397	0.327635	0.331789	0.301445	0.297924	0.297089	0.295059	0.300237	0.302398	0.294252	0.300778	0.285851	0.304897	0.293598	0.296395	0.301178	0.300378	0.327095	0.30121	0.267181	0.252056	0.235341	0.264716	0.268415	0.276639	0.305492	0.28713	0.279313	0.28327	0.289291	0.222516	0.246273	0.243355	0.248341	0.37462	0.362159	0.356355	0.296798	0.297273	0.397679	0.277677	0.313748	0.328876	0.320894	0.352172	0.320894	0.270805	0.272879	0.278815	0.277049	0.266962	0.267214	0.263527	0.264103	0.270358	0.262893	0.263285	0.26162	0.261849	0.257013	0.26908	0.262846	0.263338	0.266959	0.266413	0.268516	0.277578	0.279316	0.27469	0.275014	0.283914	0.274391	0.277492	0.279079	0.285235	0.275064	0.276662	0.286677	0.28921	0.275729	0.332047	0.163088	0.271525	0.316554	0.284445	0.275847	0.270063	0.270578	1	0.431844	0.455049	0.334991	0.456625	0.466866	0.450536	0.46179	0.448272	0.464176	0.461599	0.450678	0.4518	0.436103	0.317686	0.459045	0.458804	0.447788	0.466894	0.446288	0.457998	0.469406	0.447036	0.432871	0.453008	0.458508	0.440983	0.472086	0.458029	0.460228	0.455199	0.441415	0.427685	0.428098	0.428501	0.431467	0.454287	0.454245	0.466054	0.43494	0.445446	0.439058	0.461609	0.227466
CRR493609	0.29287	0.288879	0.239635	0.28874	0.283535	0.267016	0.318378	0.345421	0.330885	0.331488	0.356202	0.337691	0.30248	0.293682	0.291482	0.296436	0.287437	0.291557	0.2863	0.288815	0.310006	0.28834	0.28543	0.287222	0.290253	0.288183	0.298123	0.436264	0.278887	0.276447	0.296916	0.286022	0.288011	0.295973	0.280886	0.281619	0.278862	0.276774	0.280095	0.274963	0.298915	0.284834	0.276704	0.293156	0.319484	0.296063	0.281185	0.280221	0.340134	0.328729	0.333321	0.311958	0.308062	0.307119	0.305135	0.31095	0.312948	0.303552	0.311517	0.295642	0.315799	0.303494	0.306715	0.311167	0.298021	0.326245	0.296623	0.2735	0.26079	0.240877	0.271901	0.274936	0.284453	0.316527	0.296383	0.287271	0.291483	0.298216	0.227419	0.252379	0.249978	0.253922	0.360039	0.358626	0.357608	0.302539	0.299914	0.386382	0.284387	0.314723	0.325301	0.317377	0.344592	0.317377	0.278677	0.281158	0.287192	0.285778	0.275224	0.2769	0.273017	0.273694	0.280365	0.272349	0.272904	0.271259	0.271351	0.266074	0.27904	0.27231	0.27278	0.276781	0.276114	0.278413	0.285485	0.287434	0.283028	0.283426	0.29282	0.282445	0.286036	0.287453	0.294463	0.283152	0.285601	0.295774	0.299047	0.284069	0.336996	0.168416	0.279714	0.319215	0.292119	0.284091	0.276061	0.278484	0.431844	1	0.482376	0.349527	0.455555	0.455358	0.453524	0.472807	0.473812	0.460384	0.456988	0.474342	0.475126	0.445889	0.313867	0.470309	0.45885	0.46317	0.46581	0.498486	0.478535	0.466638	0.479319	0.500328	0.468425	0.46488	0.476937	0.445271	0.470581	0.476784	0.466764	0.437816	0.430125	0.438558	0.432157	0.427718	0.470606	0.468045	0.474988	0.443117	0.475162	0.434924	0.476586	0.231439
CRR493665	0.296319	0.292482	0.241559	0.293759	0.286888	0.270065	0.330322	0.356528	0.340092	0.336773	0.36621	0.342315	0.306341	0.29713	0.294651	0.300059	0.290339	0.294631	0.289205	0.291845	0.314872	0.291441	0.288539	0.290359	0.293598	0.291327	0.301314	0.454477	0.281844	0.279012	0.299932	0.289356	0.291406	0.299631	0.283691	0.284547	0.281647	0.278986	0.283098	0.277804	0.30303	0.289015	0.2795	0.297358	0.327269	0.301297	0.284365	0.283416	0.344939	0.336018	0.340187	0.315533	0.311442	0.310356	0.308136	0.314228	0.316786	0.307091	0.315457	0.300105	0.319311	0.306659	0.309918	0.314896	0.304203	0.335318	0.304683	0.276215	0.263454	0.243423	0.274556	0.277825	0.28749	0.320255	0.299576	0.290418	0.294833	0.3018	0.229307	0.254838	0.252348	0.25635	0.371255	0.376039	0.36701	0.309492	0.306367	0.403413	0.288316	0.322346	0.337119	0.323986	0.364715	0.323986	0.281075	0.283955	0.290217	0.288454	0.277757	0.280196	0.276175	0.276756	0.283787	0.275434	0.275885	0.273908	0.273986	0.268829	0.282558	0.275203	0.275851	0.280124	0.279403	0.281604	0.288789	0.290853	0.286216	0.286517	0.296197	0.285284	0.289088	0.290825	0.297722	0.28636	0.288548	0.299549	0.302313	0.287103	0.341913	0.17123	0.282492	0.326151	0.296195	0.287216	0.279875	0.281265	0.455049	0.482376	1	0.366489	0.472031	0.476074	0.477176	0.495448	0.494807	0.484012	0.480033	0.539662	0.541377	0.469574	0.326674	0.503854	0.480489	0.488885	0.507318	0.503797	0.510304	0.504039	0.530547	0.489314	0.525129	0.492191	0.520909	0.470585	0.508883	0.510743	0.503596	0.460576	0.445691	0.45816	0.44881	0.445039	0.499863	0.503299	0.508174	0.46001	0.494407	0.450294	0.501074	0.233975
CRR493772	0.25398	0.251188	0.201931	0.262293	0.244893	0.229729	0.25129	0.297787	0.272805	0.279479	0.298463	0.290958	0.266792	0.254897	0.252375	0.25797	0.248148	0.252402	0.247098	0.249465	0.279966	0.249205	0.246187	0.248135	0.251489	0.249183	0.259682	0.357434	0.240506	0.237593	0.258454	0.24795	0.249909	0.259454	0.242369	0.243198	0.24023	0.237952	0.24187	0.236676	0.265036	0.262253	0.238147	0.246643	0.264939	0.256357	0.239433	0.24319	0.293175	0.278863	0.276851	0.273515	0.269069	0.268196	0.265996	0.272033	0.275363	0.264877	0.278421	0.273394	0.277218	0.264018	0.267607	0.272482	0.244592	0.254556	0.228588	0.23417	0.226519	0.207663	0.233805	0.23636	0.24565	0.278432	0.257235	0.248427	0.252997	0.259825	0.193736	0.216442	0.215689	0.21787	0.282308	0.28782	0.288738	0.264187	0.253886	0.330059	0.248497	0.262969	0.265376	0.259408	0.274047	0.259408	0.240046	0.242818	0.248872	0.247335	0.236646	0.24492	0.240432	0.241009	0.248594	0.23971	0.240006	0.237959	0.237986	0.232735	0.247793	0.239371	0.239968	0.244452	0.244058	0.245778	0.247228	0.249408	0.244751	0.244879	0.254388	0.24406	0.247579	0.249587	0.255992	0.24468	0.246797	0.258971	0.260806	0.24572	0.289404	0.156557	0.241312	0.278609	0.25486	0.244839	0.238116	0.240738	0.334991	0.349527	0.366489	1	0.350216	0.356364	0.354954	0.365031	0.349932	0.361548	0.353388	0.367515	0.367321	0.322405	0.245258	0.360289	0.35504	0.358843	0.355224	0.363209	0.369106	0.371393	0.357689	0.349973	0.361316	0.35084	0.368115	0.350279	0.368037	0.389847	0.364802	0.339707	0.355809	0.349851	0.355962	0.345523	0.37263	0.359842	0.369436	0.35249	0.361251	0.339986	0.371983	0.197654
CRR493807	0.292659	0.288642	0.239037	0.289292	0.282931	0.26662	0.320834	0.34604	0.331849	0.331843	0.358171	0.337451	0.301644	0.292808	0.290716	0.295825	0.286261	0.290485	0.285326	0.287724	0.30984	0.287409	0.284577	0.286461	0.289551	0.287384	0.297219	0.483031	0.277905	0.27517	0.295656	0.284646	0.287036	0.295167	0.279745	0.280382	0.277389	0.275377	0.278867	0.273666	0.298407	0.284307	0.275549	0.293687	0.323332	0.298851	0.280417	0.279136	0.340282	0.328938	0.331406	0.311041	0.30703	0.306083	0.304001	0.309811	0.312147	0.302734	0.310826	0.295469	0.314732	0.30216	0.305491	0.310762	0.304459	0.334215	0.314142	0.272382	0.260021	0.240035	0.27078	0.274295	0.283703	0.315602	0.295509	0.28655	0.29086	0.297654	0.226584	0.251187	0.248847	0.252989	0.387335	0.359214	0.370399	0.307481	0.305993	0.397507	0.284504	0.322064	0.328119	0.325361	0.35116	0.325361	0.277531	0.280015	0.286179	0.284509	0.273829	0.276091	0.272157	0.272765	0.279626	0.271472	0.271969	0.27028	0.270226	0.265188	0.278345	0.271283	0.272046	0.276167	0.275471	0.277569	0.284507	0.286831	0.282102	0.282231	0.292051	0.281519	0.285109	0.286718	0.293521	0.282473	0.284299	0.295213	0.298338	0.283309	0.336576	0.168492	0.278875	0.326409	0.291925	0.283841	0.276264	0.277344	0.456625	0.455555	0.472031	0.350216	1	0.525303	0.486871	0.468499	0.463688	0.531944	0.530888	0.46659	0.467032	0.479643	0.319023	0.485723	0.493645	0.477376	0.488543	0.461144	0.474131	0.47836	0.468427	0.449586	0.472185	0.483269	0.470913	0.536354	0.460466	0.491926	0.488267	0.494398	0.480222	0.477803	0.487703	0.489654	0.471549	0.484996	0.48148	0.482374	0.460585	0.495445	0.473623	0.231893
CRR493832	0.295313	0.291556	0.240609	0.292368	0.285468	0.268667	0.322319	0.350009	0.33515	0.334238	0.36249	0.341469	0.305265	0.295848	0.293658	0.298733	0.289436	0.293724	0.288476	0.290623	0.31357	0.290267	0.287465	0.289244	0.292608	0.290455	0.300573	0.475437	0.281071	0.277816	0.299341	0.288041	0.290379	0.29862	0.28272	0.28332	0.280656	0.278177	0.282056	0.276589	0.30197	0.287988	0.278531	0.295989	0.324723	0.302342	0.282949	0.282086	0.343728	0.335323	0.337161	0.314631	0.310424	0.309406	0.307466	0.313485	0.315636	0.306167	0.314512	0.299112	0.318544	0.305664	0.309097	0.314032	0.308932	0.337191	0.313593	0.275069	0.26209	0.242821	0.273652	0.276753	0.286484	0.319273	0.29855	0.289399	0.293835	0.300604	0.228525	0.253391	0.25151	0.255033	0.385234	0.372136	0.374065	0.312597	0.312037	0.397434	0.287009	0.327858	0.337699	0.334959	0.351425	0.334959	0.2803	0.282918	0.289132	0.287693	0.276644	0.279393	0.275274	0.276004	0.282826	0.27462	0.275144	0.27324	0.273243	0.268149	0.281664	0.274504	0.275002	0.279147	0.27881	0.280883	0.28755	0.289713	0.284905	0.285027	0.295002	0.284458	0.288125	0.289675	0.296777	0.284706	0.28758	0.298471	0.301359	0.286193	0.339801	0.170412	0.281853	0.326434	0.294787	0.286889	0.278512	0.280173	0.466866	0.455358	0.476074	0.356364	0.525303	1	0.537278	0.46782	0.470145	0.516411	0.514208	0.468354	0.468154	0.468137	0.33027	0.488097	0.556461	0.493623	0.508974	0.462659	0.478596	0.477805	0.471482	0.452575	0.473966	0.492979	0.466925	0.506321	0.463149	0.493137	0.489434	0.484806	0.47725	0.469834	0.477516	0.476284	0.480992	0.497688	0.479886	0.471498	0.46122	0.48345	0.482654	0.23344
CRR494031	0.294177	0.290189	0.240225	0.291099	0.284753	0.267955	0.325369	0.347911	0.333261	0.333462	0.359041	0.340287	0.304064	0.294929	0.292734	0.297823	0.288494	0.292684	0.287385	0.289778	0.312137	0.289382	0.286655	0.288286	0.291593	0.289397	0.299469	0.46804	0.280103	0.277583	0.298692	0.287199	0.289359	0.297745	0.282138	0.282677	0.27984	0.27779	0.281249	0.275956	0.301072	0.286979	0.277936	0.294838	0.324251	0.299993	0.282178	0.281529	0.342516	0.335151	0.337488	0.313664	0.309541	0.308611	0.306336	0.312533	0.31466	0.304765	0.313197	0.297846	0.317303	0.304885	0.308114	0.312847	0.306117	0.337173	0.311955	0.274346	0.261891	0.241771	0.272709	0.27585	0.285545	0.318411	0.297869	0.288176	0.29249	0.299564	0.228009	0.253055	0.250644	0.254695	0.389013	0.373493	0.374	0.311551	0.308704	0.393953	0.285696	0.324202	0.332333	0.332909	0.351302	0.332909	0.27957	0.281903	0.288016	0.286949	0.276223	0.278577	0.274572	0.275262	0.282171	0.273932	0.2744	0.272608	0.272634	0.2674	0.28086	0.273812	0.274255	0.27847	0.277852	0.280065	0.286633	0.288739	0.284317	0.284406	0.293938	0.283669	0.287218	0.288755	0.295333	0.284441	0.286536	0.297306	0.300195	0.285219	0.339	0.169718	0.281032	0.322623	0.293438	0.28562	0.277417	0.279042	0.450536	0.453524	0.477176	0.354954	0.486871	0.537278	1	0.469522	0.465733	0.49207	0.489545	0.476739	0.476712	0.46751	0.335944	0.499414	0.55566	0.524358	0.501636	0.468725	0.478304	0.483942	0.474154	0.4562	0.481816	0.506472	0.469874	0.483985	0.468337	0.487668	0.493933	0.474019	0.469652	0.474691	0.471519	0.472537	0.480323	0.519625	0.481827	0.479269	0.475973	0.476299	0.480365	0.232519
CRR494310	0.292881	0.288882	0.239271	0.289565	0.283599	0.266986	0.326635	0.352708	0.339888	0.333276	0.364909	0.338572	0.302378	0.293491	0.291169	0.296253	0.287153	0.291156	0.285831	0.288408	0.310236	0.287816	0.285283	0.286923	0.290252	0.287955	0.297723	0.451055	0.278956	0.276039	0.296667	0.285977	0.288057	0.295843	0.280871	0.281446	0.278737	0.276423	0.279988	0.274524	0.299266	0.285033	0.276626	0.294124	0.323351	0.297361	0.281205	0.280289	0.341214	0.332901	0.336278	0.311796	0.307743	0.306535	0.304255	0.310414	0.312846	0.303371	0.311278	0.295734	0.315549	0.302838	0.306192	0.31088	0.300508	0.333985	0.301295	0.273103	0.260562	0.241028	0.271717	0.274573	0.284387	0.316189	0.295906	0.286934	0.291207	0.297857	0.227168	0.252155	0.249508	0.253722	0.369068	0.378984	0.361383	0.307006	0.302544	0.399268	0.284644	0.318265	0.335018	0.322528	0.367765	0.322528	0.27836	0.280702	0.286731	0.28552	0.274973	0.277039	0.273031	0.273727	0.280527	0.272373	0.272879	0.271045	0.271054	0.266074	0.279161	0.272271	0.272796	0.276839	0.276214	0.278329	0.284973	0.287156	0.28269	0.282808	0.292338	0.282039	0.285679	0.287007	0.294087	0.282737	0.285274	0.295872	0.29854	0.283763	0.337749	0.169008	0.27937	0.322002	0.292164	0.284251	0.276485	0.277906	0.46179	0.472807	0.495448	0.365031	0.468499	0.46782	0.469522	1	0.48899	0.47681	0.473733	0.493871	0.494423	0.461604	0.322143	0.490956	0.471643	0.482726	0.492621	0.491388	0.508865	0.533874	0.499378	0.476687	0.491449	0.485593	0.506283	0.473552	0.519305	0.517181	0.496042	0.469407	0.448972	0.456967	0.446346	0.445123	0.502784	0.485312	0.508384	0.462079	0.51311	0.458997	0.53159	0.231938
CRR494509	0.287618	0.283642	0.236292	0.282948	0.278403	0.262328	0.32039	0.340728	0.329985	0.32582	0.351619	0.332201	0.296848	0.288517	0.286589	0.291392	0.282503	0.28638	0.281637	0.283569	0.303339	0.28347	0.280991	0.28262	0.285377	0.283289	0.292742	0.432688	0.274228	0.271723	0.291883	0.281169	0.282846	0.290549	0.276222	0.277033	0.274068	0.272306	0.27541	0.270295	0.293268	0.27925	0.272189	0.2883	0.31587	0.290806	0.276213	0.275227	0.334001	0.328541	0.332365	0.306706	0.302796	0.301658	0.300009	0.305635	0.30735	0.298264	0.30569	0.289942	0.310445	0.298174	0.301408	0.305258	0.297426	0.331417	0.301329	0.26861	0.256473	0.237002	0.267349	0.270199	0.279819	0.31122	0.290952	0.282215	0.286273	0.293013	0.22378	0.247937	0.245165	0.249862	0.362761	0.362252	0.358047	0.301924	0.299401	0.384861	0.278425	0.313502	0.322596	0.316238	0.348583	0.316238	0.27404	0.276484	0.282087	0.28096	0.27054	0.272139	0.268494	0.269238	0.275413	0.267826	0.268548	0.266927	0.267191	0.262115	0.27404	0.267994	0.26853	0.272264	0.27143	0.273727	0.280847	0.282736	0.27821	0.278891	0.288146	0.277807	0.281461	0.282609	0.289331	0.278725	0.280676	0.290468	0.293746	0.279587	0.330289	0.165847	0.276045	0.313363	0.286339	0.279521	0.270729	0.273348	0.448272	0.473812	0.494807	0.349932	0.463688	0.470145	0.465733	0.48899	1	0.461511	0.459793	0.496222	0.496013	0.454626	0.318538	0.481588	0.480586	0.477545	0.478272	0.483539	0.493388	0.482755	0.49515	0.474862	0.500794	0.471524	0.485724	0.461071	0.492293	0.485027	0.506493	0.444111	0.433279	0.44298	0.43378	0.431065	0.49148	0.48608	0.489062	0.45047	0.48025	0.440494	0.485141	0.227543
CRR494572	0.298502	0.294278	0.2421	0.295788	0.288445	0.271603	0.32794	0.353985	0.339919	0.338215	0.370152	0.344816	0.308534	0.298828	0.296572	0.301982	0.292158	0.296349	0.29104	0.293704	0.317636	0.292923	0.290167	0.291984	0.295482	0.293311	0.303609	0.486746	0.283259	0.280339	0.301958	0.290675	0.293111	0.301484	0.285128	0.285952	0.283036	0.280624	0.284515	0.278993	0.305139	0.290898	0.280992	0.298579	0.332353	0.306242	0.28548	0.284585	0.347469	0.336572	0.340155	0.317751	0.313791	0.312655	0.310506	0.316317	0.319024	0.30928	0.317821	0.302591	0.321655	0.308499	0.312106	0.31758	0.312485	0.345889	0.32092	0.277581	0.264923	0.244511	0.275925	0.279162	0.289272	0.322507	0.301524	0.292274	0.296784	0.303872	0.230171	0.255633	0.253478	0.25748	0.406166	0.372905	0.382145	0.317344	0.315075	0.407198	0.290097	0.331496	0.341083	0.343329	0.360496	0.343329	0.282872	0.285185	0.291675	0.290121	0.279086	0.282	0.277775	0.278515	0.285583	0.276944	0.277464	0.27568	0.27564	0.27043	0.284362	0.276986	0.277481	0.281839	0.281213	0.283361	0.290321	0.292533	0.287702	0.287818	0.297843	0.287141	0.290683	0.292524	0.299777	0.287859	0.290216	0.301595	0.304246	0.288902	0.343967	0.172192	0.284036	0.333317	0.298063	0.289152	0.28119	0.282904	0.464176	0.460384	0.484012	0.361548	0.531944	0.516411	0.49207	0.47681	0.461511	1	0.86432	0.474584	0.474958	0.525344	0.325744	0.491688	0.526296	0.489969	0.547279	0.469281	0.484657	0.502808	0.471617	0.451407	0.484766	0.495587	0.475169	0.511881	0.467051	0.5147	0.552882	0.509111	0.486987	0.490996	0.495978	0.493034	0.472942	0.487491	0.48164	0.491813	0.467196	0.51976	0.494915	0.235107
CRR494592	0.293697	0.289418	0.239224	0.290353	0.28392	0.267612	0.325516	0.348177	0.336066	0.333287	0.364883	0.339299	0.303153	0.293976	0.291895	0.296993	0.287652	0.291605	0.286582	0.2891	0.311395	0.288301	0.285754	0.287514	0.29078	0.288735	0.298556	0.481054	0.279067	0.27627	0.297199	0.286158	0.288424	0.296373	0.280785	0.281599	0.278807	0.276541	0.280192	0.274908	0.299677	0.285476	0.276849	0.294451	0.328544	0.301259	0.281374	0.280088	0.34182	0.332	0.335836	0.312349	0.308603	0.307473	0.30548	0.311009	0.313463	0.304184	0.312022	0.296808	0.31617	0.303531	0.306978	0.312053	0.309658	0.34442	0.320793	0.273516	0.260915	0.241106	0.271853	0.275013	0.284919	0.31689	0.296721	0.287682	0.291997	0.298886	0.227203	0.252001	0.249739	0.253931	0.404367	0.370589	0.377983	0.312616	0.311466	0.400639	0.285263	0.327696	0.338362	0.340532	0.358792	0.340532	0.278717	0.280874	0.287168	0.285648	0.274994	0.277299	0.273295	0.274001	0.280743	0.272474	0.273031	0.271391	0.271356	0.266283	0.27951	0.272588	0.273024	0.277169	0.276527	0.278702	0.285794	0.287921	0.283244	0.283424	0.293124	0.282752	0.286139	0.2879	0.294896	0.283464	0.28574	0.296564	0.29918	0.284457	0.338291	0.169165	0.2799	0.327785	0.292971	0.284807	0.276878	0.278487	0.461599	0.456988	0.480033	0.353388	0.530888	0.514208	0.489545	0.473733	0.459793	0.86432	1	0.47113	0.471674	0.528174	0.324185	0.48885	0.525366	0.487049	0.548763	0.465161	0.481073	0.500386	0.46881	0.447809	0.481434	0.493807	0.470734	0.50991	0.464034	0.509714	0.553321	0.508352	0.482516	0.487931	0.491993	0.490326	0.469158	0.484742	0.477842	0.489864	0.464178	0.519646	0.491471	0.232021
CRR494800	0.295485	0.291578	0.24096	0.292057	0.286	0.269269	0.329751	0.351167	0.339741	0.335063	0.363604	0.341913	0.305514	0.296557	0.294138	0.299374	0.289681	0.293989	0.288827	0.291151	0.313117	0.290758	0.287932	0.289947	0.293142	0.290519	0.300895	0.448667	0.28127	0.278511	0.299497	0.288515	0.290459	0.298754	0.282978	0.283899	0.280933	0.278855	0.282533	0.277237	0.301839	0.287547	0.27887	0.296158	0.325991	0.299146	0.283338	0.28245	0.344309	0.335101	0.33849	0.315303	0.311402	0.309955	0.307742	0.313696	0.316004	0.306615	0.314737	0.29912	0.319215	0.306425	0.309571	0.313963	0.302743	0.335413	0.302632	0.275426	0.2631	0.242546	0.274079	0.277109	0.287023	0.319846	0.29914	0.28971	0.294088	0.301384	0.22871	0.253761	0.251309	0.256027	0.366134	0.371596	0.366687	0.30879	0.305327	0.399222	0.286683	0.320478	0.332656	0.324828	0.356802	0.324828	0.280833	0.283476	0.289769	0.288072	0.277301	0.279736	0.27573	0.276366	0.283196	0.274986	0.275567	0.273618	0.273812	0.268576	0.281869	0.274967	0.275533	0.279575	0.278946	0.281183	0.288293	0.2902	0.2855	0.285867	0.295784	0.284881	0.288643	0.290087	0.296931	0.285705	0.287944	0.298759	0.301774	0.286787	0.339942	0.170392	0.282453	0.322394	0.294677	0.286768	0.27842	0.28038	0.450678	0.474342	0.539662	0.367515	0.46659	0.468354	0.476739	0.493871	0.496222	0.474584	0.47113	1	0.871352	0.457053	0.322569	0.509822	0.477921	0.492036	0.48938	0.489554	0.515307	0.497137	0.516804	0.479897	0.520483	0.48607	0.510673	0.465282	0.514106	0.505732	0.492364	0.451342	0.444405	0.452003	0.44825	0.437077	0.506288	0.497964	0.510005	0.455265	0.495532	0.44547	0.495965	0.233128
CRR494802	0.295427	0.291469	0.240886	0.291941	0.286028	0.269302	0.329479	0.351287	0.339865	0.335231	0.363846	0.341683	0.305347	0.296387	0.293978	0.299226	0.289577	0.293879	0.288703	0.291072	0.312931	0.290661	0.287817	0.289816	0.293021	0.290399	0.300776	0.449164	0.28112	0.278435	0.299378	0.288402	0.290299	0.298614	0.282879	0.28379	0.280854	0.278762	0.282376	0.2772	0.301604	0.287286	0.27878	0.295979	0.325874	0.299065	0.28331	0.28232	0.344191	0.33501	0.338629	0.315114	0.31121	0.309754	0.307567	0.313532	0.315833	0.30644	0.314543	0.298955	0.319016	0.306289	0.30941	0.31387	0.30296	0.335546	0.302758	0.275389	0.263	0.242478	0.273958	0.277016	0.286949	0.319634	0.299	0.289562	0.293918	0.301242	0.228725	0.253711	0.251226	0.255968	0.36673	0.372299	0.366897	0.30846	0.305129	0.399413	0.28665	0.320489	0.333097	0.325189	0.357582	0.325189	0.280782	0.28337	0.289673	0.287968	0.277218	0.279577	0.275592	0.276239	0.283046	0.274854	0.275411	0.27353	0.273672	0.268461	0.281675	0.274803	0.27539	0.279429	0.278748	0.280978	0.288169	0.290077	0.285389	0.285765	0.295659	0.284821	0.288557	0.289968	0.29677	0.285593	0.287835	0.298606	0.301603	0.28669	0.339997	0.170302	0.282304	0.322331	0.294585	0.286605	0.278403	0.28041	0.4518	0.475126	0.541377	0.367321	0.467032	0.468154	0.476712	0.494423	0.496013	0.474958	0.471674	0.871352	1	0.457734	0.322855	0.511073	0.477858	0.492972	0.489905	0.490339	0.516225	0.49729	0.517101	0.480679	0.521838	0.48695	0.511464	0.465723	0.514019	0.506293	0.492392	0.451036	0.444451	0.452032	0.448346	0.437373	0.507045	0.498916	0.510448	0.455293	0.495858	0.445576	0.49643	0.233044
